disciplina,area,durata_anni,territorio,tipo_territorio,contratti_annui_totali,contratti_quinquennio_2026_2031,tasso_abbandono_stimato,nuovi_specialisti_effettivi_5anni,stock_medici_attivi,quota_pensionandi_60plus,pensionamenti_stimati_2026_2031,delta_demografico_target_pct,target_demografico,qol_score_base,notti_mese,reperibilita_mese,ore_settimanali,classe_rischio_legale,indice_burnout,rep_lorda_annua,rep_netta_annua,rep_privato_stimato
Malattie dell'apparato cardiovascolare,Medica,4,Toscana,Regione,36,180,0.01,178,335,0.38,127,7.45,over65,37.4,4.0,4.5,48,3,70,142600.0,78500.0,63300.0
Malattie dell'apparato cardiovascolare,Medica,4,Umbria,Regione,8,40,0.01,40,78,0.38,30,7.61,over65,37.4,4.0,4.5,48,3,70,142600.0,78500.0,63300.0
Malattie dell'apparato cardiovascolare,Medica,4,Valle d'Aosta,Regione,1,5,0.01,5,11,0.38,4,10.58,over65,37.4,4.0,4.5,48,3,70,142600.0,78500.0,63300.0
Malattie dell'apparato cardiovascolare,Medica,4,Veneto,Regione,48,240,0.01,238,445,0.361,161,11.23,over65,37.4,4.0,4.5,48,3,70,142600.0,78500.0,63300.0
Malattie dell'apparato cardiovascolare,Medica,4,P.A. Bolzano,Regione,5,25,0.01,25,50,0.361,18,15.77,over65,37.4,4.0,4.5,48,3,70,142600.0,78500.0,63300.0
Malattie dell'apparato cardiovascolare,Medica,4,P.A. Trento,Regione,5,25,0.01,25,50,0.361,18,12.85,over65,37.4,4.0,4.5,48,3,70,142600.0,78500.0,63300.0
Malattie dell'apparato respiratorio,Medica,4,Italia (Nazionale),Nazionale,265,1325,0.05,1259,1500,0.38,570,8.5,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Abruzzo,Regione,6,30,0.05,28,32,0.38,12,9.03,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Basilicata,Regione,2,10,0.05,10,13,0.399,5,8.52,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Calabria,Regione,8,40,0.05,38,47,0.399,19,9.5,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Campania,Regione,25,125,0.05,119,142,0.38,54,12.63,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Emilia-Romagna,Regione,20,100,0.05,95,114,0.38,43,9.01,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Friuli-Venezia Giulia,Regione,5,25,0.05,24,30,0.38,11,7.69,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Lazio,Regione,26,130,0.05,124,145,0.38,55,11.48,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Liguria,Regione,7,35,0.05,33,38,0.399,15,6.51,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Lombardia,Regione,45,225,0.05,214,256,0.361,92,10.72,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Marche,Regione,7,35,0.05,33,38,0.38,14,8.41,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Molise,Regione,1,5,0.05,5,7,0.399,3,6.78,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Piemonte,Regione,19,95,0.05,90,108,0.38,41,6.84,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Puglia,Regione,17,85,0.05,81,98,0.38,37,9.8,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Sardegna,Regione,7,35,0.05,33,40,0.38,15,9.57,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Sicilia,Regione,21,105,0.05,100,122,0.399,49,9.46,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Toscana,Regione,16,80,0.05,76,93,0.38,35,7.45,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Umbria,Regione,4,20,0.05,19,22,0.38,8,7.61,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Valle d'Aosta,Regione,1,5,0.05,5,3,0.38,1,10.58,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,Veneto,Regione,22,110,0.05,104,124,0.361,45,11.23,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,P.A. Bolzano,Regione,2,10,0.05,10,14,0.361,5,15.77,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie dell'apparato respiratorio,Medica,4,P.A. Trento,Regione,2,10,0.05,10,14,0.361,5,12.85,over65,63.2,2.5,2.5,42,2,60,119500.0,65700.0,41400.0
Malattie infettive e tropicali,Medica,4,Italia (Nazionale),Nazionale,250,1250,0.05,1188,1400,0.38,532,-0.5,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Abruzzo,Regione,5,25,0.05,24,30,0.38,11,-1.18,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Basilicata,Regione,2,10,0.05,10,12,0.399,5,-4.41,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Calabria,Regione,8,40,0.05,38,43,0.399,17,-2.33,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Campania,Regione,24,120,0.05,114,132,0.38,50,-1.77,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Emilia-Romagna,Regione,19,95,0.05,90,106,0.38,40,0.99,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Friuli-Venezia Giulia,Regione,5,25,0.05,24,28,0.38,11,-0.45,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Lazio,Regione,24,120,0.05,114,136,0.38,52,-0.4,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Liguria,Regione,6,30,0.05,28,36,0.399,14,0.13,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Lombardia,Regione,43,215,0.05,204,239,0.361,86,0.82,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Marche,Regione,6,30,0.05,28,35,0.38,13,-0.81,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Molise,Regione,1,5,0.05,5,7,0.399,3,-3.24,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Piemonte,Regione,18,90,0.05,86,101,0.38,38,-0.21,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Puglia,Regione,16,80,0.05,76,92,0.38,35,-2.15,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Sardegna,Regione,7,35,0.05,33,37,0.38,14,-3.2,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Sicilia,Regione,20,100,0.05,95,113,0.399,45,-1.88,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Toscana,Regione,16,80,0.05,76,87,0.38,33,-0.3,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Umbria,Regione,4,20,0.05,19,20,0.38,8,-1.16,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Valle d'Aosta,Regione,1,5,0.05,5,3,0.38,1,-0.55,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,Veneto,Regione,21,105,0.05,100,115,0.361,42,-0.1,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,P.A. Bolzano,Regione,2,10,0.05,10,13,0.361,5,1.62,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Malattie infettive e tropicali,Medica,4,P.A. Trento,Regione,2,10,0.05,10,13,0.361,5,1.32,totale,62.5,2.5,2.5,42,2,65,91400.0,50300.0,13300.0
Medicina d'emergenza-urgenza,Medica,4,Italia (Nazionale),Nazionale,925,4625,0.48,2405,6500,0.38,2470,-0.5,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Abruzzo,Regione,20,100,0.48,52,140,0.38,53,-1.18,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Basilicata,Regione,8,40,0.48,21,58,0.399,23,-4.41,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Calabria,Regione,29,145,0.48,75,202,0.399,81,-2.33,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Campania,Regione,87,435,0.48,226,614,0.38,233,-1.77,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Emilia-Romagna,Regione,70,350,0.48,182,494,0.38,188,0.99,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Friuli-Venezia Giulia,Regione,19,95,0.48,49,132,0.38,50,-0.45,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Lazio,Regione,90,450,0.48,234,630,0.38,239,-0.4,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Liguria,Regione,24,120,0.48,62,167,0.399,67,0.13,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Lombardia,Regione,158,790,0.48,411,1110,0.361,401,0.82,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Marche,Regione,23,115,0.48,60,163,0.38,62,-0.81,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Molise,Regione,4,20,0.48,10,32,0.399,13,-3.24,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Piemonte,Regione,67,335,0.48,174,469,0.38,178,-0.21,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Puglia,Regione,61,305,0.48,159,426,0.38,162,-2.15,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Sardegna,Regione,24,120,0.48,62,171,0.38,65,-3.2,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Sicilia,Regione,75,375,0.48,195,527,0.399,210,-1.88,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Toscana,Regione,57,285,0.48,148,403,0.38,153,-0.3,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Umbria,Regione,13,65,0.48,34,94,0.38,36,-1.16,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Valle d'Aosta,Regione,2,10,0.48,5,14,0.38,5,-0.55,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,Veneto,Regione,76,380,0.48,198,536,0.361,193,-0.1,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,P.A. Bolzano,Regione,9,45,0.48,23,60,0.361,22,1.62,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina d'emergenza-urgenza,Medica,4,P.A. Trento,Regione,9,45,0.48,23,61,0.361,22,1.32,totale,35.3,6.5,1.0,48,3,90,93800.0,51600.0,3800.0
Medicina di comunità e delle cure primarie,Medica,4,Italia (Nazionale),Nazionale,125,625,0.32,425,350,0.38,133,8.5,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Abruzzo,Regione,3,15,0.32,10,8,0.38,3,9.03,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Basilicata,Regione,1,5,0.32,3,3,0.399,1,8.52,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Calabria,Regione,4,20,0.32,14,11,0.399,4,9.5,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Campania,Regione,12,60,0.32,41,33,0.38,13,12.63,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Emilia-Romagna,Regione,9,45,0.32,31,27,0.38,10,9.01,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Friuli-Venezia Giulia,Regione,3,15,0.32,10,7,0.38,3,7.69,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Lazio,Regione,12,60,0.32,41,34,0.38,13,11.48,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Liguria,Regione,3,15,0.32,10,9,0.399,4,6.51,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Lombardia,Regione,21,105,0.32,71,60,0.361,22,10.72,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Marche,Regione,3,15,0.32,10,9,0.38,3,8.41,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Molise,Regione,1,5,0.32,3,2,0.399,1,6.78,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Piemonte,Regione,9,45,0.32,31,25,0.38,10,6.84,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Puglia,Regione,8,40,0.32,27,23,0.38,9,9.8,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Sardegna,Regione,3,15,0.32,10,9,0.38,3,9.57,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Sicilia,Regione,10,50,0.32,34,28,0.399,11,9.46,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Toscana,Regione,8,40,0.32,27,22,0.38,8,7.45,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Umbria,Regione,2,10,0.32,7,5,0.38,2,7.61,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Valle d'Aosta,Regione,0,0,0.32,0,1,0.38,0,10.58,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,Veneto,Regione,10,50,0.32,34,29,0.361,10,11.23,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,P.A. Bolzano,Regione,1,5,0.32,3,3,0.361,1,15.77,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina di comunità e delle cure primarie,Medica,4,P.A. Trento,Regione,1,5,0.32,3,3,0.361,1,12.85,over65,91.6,0.0,0.5,38,1,45,89300.0,49100.0,13300.0
Medicina e cure palliative,Medica,4,Italia (Nazionale),Nazionale,140,700,0.28,504,400,0.38,152,-0.5,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Abruzzo,Regione,3,15,0.28,11,9,0.38,3,13.09,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Basilicata,Regione,1,5,0.28,4,4,0.399,2,12.09,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Calabria,Regione,4,20,0.28,14,12,0.399,5,15.8,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Campania,Regione,13,65,0.28,47,38,0.38,14,18.8,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Emilia-Romagna,Regione,11,55,0.28,40,30,0.38,11,10.1,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Friuli-Venezia Giulia,Regione,3,15,0.28,11,8,0.38,3,11.36,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Lazio,Regione,14,70,0.28,50,39,0.38,15,12.54,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Liguria,Regione,4,20,0.28,14,10,0.399,4,6.36,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Lombardia,Regione,24,120,0.28,86,68,0.361,25,12.79,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Marche,Regione,4,20,0.28,14,10,0.38,4,8.3,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Molise,Regione,1,5,0.28,4,2,0.399,1,10.97,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Piemonte,Regione,10,50,0.28,36,29,0.38,11,9.1,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Puglia,Regione,9,45,0.28,32,26,0.38,10,16.63,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Sardegna,Regione,4,20,0.28,14,11,0.38,4,12.71,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Sicilia,Regione,11,55,0.28,40,32,0.399,13,15.59,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Toscana,Regione,9,45,0.28,32,25,0.38,10,9.99,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Umbria,Regione,2,10,0.28,7,6,0.38,2,8.97,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Valle d'Aosta,Regione,0,0,0.28,0,1,0.38,0,12.15,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,Veneto,Regione,12,60,0.28,43,33,0.361,12,12.99,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,P.A. Bolzano,Regione,1,5,0.28,4,4,0.361,1,10.0,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina e cure palliative,Medica,4,P.A. Trento,Regione,1,5,0.28,4,4,0.361,1,15.52,over80,75.1,1.0,2.5,40,1,65,90200.0,49600.0,13300.0
Medicina fisica e riabilitativa,Medica,4,Italia (Nazionale),Nazionale,340,1700,0.03,1649,1650,0.38,627,8.5,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Abruzzo,Regione,7,35,0.03,34,35,0.38,13,9.03,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Basilicata,Regione,3,15,0.03,15,15,0.399,6,8.52,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Calabria,Regione,11,55,0.03,53,51,0.399,20,9.5,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Campania,Regione,32,160,0.03,155,156,0.38,59,12.63,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Emilia-Romagna,Regione,26,130,0.03,126,125,0.38,48,9.01,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Friuli-Venezia Giulia,Regione,7,35,0.03,34,33,0.38,13,7.69,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Lazio,Regione,33,165,0.03,160,160,0.38,61,11.48,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Liguria,Regione,9,45,0.03,44,42,0.399,17,6.51,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Lombardia,Regione,58,290,0.03,281,282,0.361,102,10.72,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Marche,Regione,9,45,0.03,44,41,0.38,16,8.41,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Molise,Regione,2,10,0.03,10,8,0.399,3,6.78,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Piemonte,Regione,25,125,0.03,121,119,0.38,45,6.84,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Puglia,Regione,22,110,0.03,107,108,0.38,41,9.8,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Sardegna,Regione,9,45,0.03,44,44,0.38,17,9.57,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Sicilia,Regione,28,140,0.03,136,134,0.399,53,9.46,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Toscana,Regione,21,105,0.03,102,102,0.38,39,7.45,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Umbria,Regione,5,25,0.03,24,24,0.38,9,7.61,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Valle d'Aosta,Regione,1,5,0.03,5,3,0.38,1,10.58,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,Veneto,Regione,28,140,0.03,136,136,0.361,49,11.23,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,P.A. Bolzano,Regione,3,15,0.03,15,15,0.361,5,15.77,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina fisica e riabilitativa,Medica,4,P.A. Trento,Regione,3,15,0.03,15,15,0.361,5,12.85,over65,88.5,0.5,1.0,38,1,40,122900.0,67600.0,46400.0
Medicina interna,Medica,4,Italia (Nazionale),Nazionale,810,4050,0.12,3564,8000,0.38,3040,8.5,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Abruzzo,Regione,17,85,0.12,75,172,0.38,65,9.03,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Basilicata,Regione,7,35,0.12,31,71,0.399,28,8.52,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Calabria,Regione,25,125,0.12,110,248,0.399,99,9.5,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Campania,Regione,77,385,0.12,339,756,0.38,287,12.63,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Emilia-Romagna,Regione,62,310,0.12,273,608,0.38,231,9.01,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Friuli-Venezia Giulia,Regione,16,80,0.12,70,162,0.38,62,7.69,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Lazio,Regione,78,390,0.12,343,775,0.38,294,11.48,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Liguria,Regione,21,105,0.12,92,205,0.399,82,6.51,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Lombardia,Regione,138,690,0.12,607,1366,0.361,493,10.72,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Marche,Regione,20,100,0.12,88,201,0.38,76,8.41,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Molise,Regione,4,20,0.12,18,39,0.399,16,6.78,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Piemonte,Regione,58,290,0.12,255,578,0.38,220,6.84,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Puglia,Regione,53,265,0.12,233,525,0.38,200,9.8,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Sardegna,Regione,21,105,0.12,92,211,0.38,80,9.57,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Sicilia,Regione,66,330,0.12,290,648,0.399,259,9.46,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
