disciplina,area,durata_anni,territorio,tipo_territorio,contratti_annui_totali,contratti_quinquennio_2026_2031,tasso_abbandono_stimato,nuovi_specialisti_effettivi_5anni,stock_medici_attivi,quota_pensionandi_60plus,pensionamenti_stimati_2026_2031,delta_demografico_target_pct,target_demografico,qol_score_base,notti_mese,reperibilita_mese,ore_settimanali,classe_rischio_legale,indice_burnout,rep_lorda_annua,rep_netta_annua,rep_privato_stimato
Psichiatria,Medica,4,Emilia-Romagna,Regione,39,195,0.1,176,365,0.38,139,0.99,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Friuli-Venezia Giulia,Regione,11,55,0.1,50,97,0.38,37,-0.45,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Lazio,Regione,50,250,0.1,225,465,0.38,177,-0.4,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Liguria,Regione,13,65,0.1,58,123,0.399,49,0.13,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Lombardia,Regione,89,445,0.1,400,820,0.361,296,0.82,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Marche,Regione,13,65,0.1,58,121,0.38,46,-0.81,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Molise,Regione,3,15,0.1,14,23,0.399,9,-3.24,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Piemonte,Regione,38,190,0.1,171,347,0.38,132,-0.21,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Puglia,Regione,34,170,0.1,153,315,0.38,120,-2.15,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Sardegna,Regione,14,70,0.1,63,127,0.38,48,-3.2,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Sicilia,Regione,42,210,0.1,189,389,0.399,155,-1.88,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Toscana,Regione,32,160,0.1,144,298,0.38,113,-0.3,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Umbria,Regione,8,40,0.1,36,69,0.38,26,-1.16,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Valle d'Aosta,Regione,1,5,0.1,4,10,0.38,4,-0.55,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Veneto,Regione,43,215,0.1,194,396,0.361,143,-0.1,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,P.A. Bolzano,Regione,5,25,0.1,22,44,0.361,16,1.62,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,P.A. Trento,Regione,5,25,0.1,22,45,0.361,16,1.32,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Radioterapia,Medica,4,Italia (Nazionale),Nazionale,170,850,0.35,552,750,0.38,285,8.5,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Abruzzo,Regione,4,20,0.35,13,16,0.38,6,9.03,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Basilicata,Regione,2,10,0.35,6,7,0.399,3,8.52,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Calabria,Regione,5,25,0.35,16,23,0.399,9,9.5,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Campania,Regione,16,80,0.35,52,71,0.38,27,12.63,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Emilia-Romagna,Regione,13,65,0.35,42,57,0.38,22,9.01,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Friuli-Venezia Giulia,Regione,3,15,0.35,10,15,0.38,6,7.69,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Lazio,Regione,16,80,0.35,52,73,0.38,28,11.48,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Liguria,Regione,4,20,0.35,13,19,0.399,8,6.51,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Lombardia,Regione,29,145,0.35,94,128,0.361,46,10.72,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Marche,Regione,4,20,0.35,13,19,0.38,7,8.41,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Molise,Regione,1,5,0.35,3,4,0.399,2,6.78,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Piemonte,Regione,12,60,0.35,39,54,0.38,21,6.84,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Puglia,Regione,11,55,0.35,36,49,0.38,19,9.8,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Sardegna,Regione,4,20,0.35,13,20,0.38,8,9.57,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Sicilia,Regione,14,70,0.35,46,61,0.399,24,9.46,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Toscana,Regione,11,55,0.35,36,47,0.38,18,7.45,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Umbria,Regione,2,10,0.35,6,11,0.38,4,7.61,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Valle d'Aosta,Regione,0,0,0.35,0,2,0.38,1,10.58,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,Veneto,Regione,14,70,0.35,46,62,0.361,22,11.23,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,P.A. Bolzano,Regione,2,10,0.35,6,7,0.361,3,15.77,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Radioterapia,Medica,4,P.A. Trento,Regione,2,10,0.35,6,7,0.361,3,12.85,over65,79.1,0.5,1.5,40,2,50,86900.0,47800.0,10500.0
Reumatologia,Medica,4,Italia (Nazionale),Nazionale,120,600,0.02,588,500,0.38,190,8.5,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Abruzzo,Regione,3,15,0.02,15,11,0.38,4,9.03,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Basilicata,Regione,1,5,0.02,5,4,0.399,2,8.52,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Calabria,Regione,4,20,0.02,20,16,0.399,6,9.5,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Campania,Regione,11,55,0.02,54,47,0.38,18,12.63,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Emilia-Romagna,Regione,9,45,0.02,44,38,0.38,14,9.01,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Friuli-Venezia Giulia,Regione,2,10,0.02,10,10,0.38,4,7.69,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Lazio,Regione,12,60,0.02,59,48,0.38,18,11.48,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Liguria,Regione,3,15,0.02,15,13,0.399,5,6.51,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Lombardia,Regione,20,100,0.02,98,85,0.361,31,10.72,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Marche,Regione,3,15,0.02,15,13,0.38,5,8.41,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Molise,Regione,1,5,0.02,5,2,0.399,1,6.78,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Piemonte,Regione,9,45,0.02,44,36,0.38,14,6.84,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Puglia,Regione,8,40,0.02,39,33,0.38,13,9.8,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Sardegna,Regione,3,15,0.02,15,13,0.38,5,9.57,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Sicilia,Regione,10,50,0.02,49,41,0.399,16,9.46,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Toscana,Regione,7,35,0.02,34,31,0.38,12,7.45,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Umbria,Regione,2,10,0.02,10,7,0.38,3,7.61,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Valle d'Aosta,Regione,0,0,0.02,0,1,0.38,0,10.58,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,Veneto,Regione,10,50,0.02,49,41,0.361,15,11.23,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,P.A. Bolzano,Regione,1,5,0.02,5,5,0.361,2,15.77,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Reumatologia,Medica,4,P.A. Trento,Regione,1,5,0.02,5,5,0.361,2,12.85,over65,87.8,0.5,1.0,38,1,45,117800.0,64800.0,41400.0
Medicina Generale (MMG*),Cure Primarie*,3,Italia (Nazionale),Nazionale,2700,13500,0.12,11880,39366,0.54,21258,8.5,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Abruzzo,Regione,58,290,0.12,255,846,0.54,457,9.03,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Basilicata,Regione,24,120,0.12,106,351,0.567,199,8.52,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Calabria,Regione,84,420,0.12,370,1221,0.567,692,9.5,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Campania,Regione,255,1275,0.12,1122,3720,0.54,2009,12.63,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Emilia-Romagna,Regione,205,1025,0.12,902,2990,0.54,1615,9.01,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Friuli-Venezia Giulia,Regione,55,275,0.12,242,797,0.54,430,7.69,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Lazio,Regione,262,1310,0.12,1153,3813,0.54,2059,11.48,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Liguria,Regione,69,345,0.12,304,1010,0.567,573,6.51,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Lombardia,Regione,461,2305,0.12,2028,6721,0.513,3448,10.72,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Marche,Regione,68,340,0.12,299,988,0.54,534,8.41,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Molise,Regione,13,65,0.12,57,191,0.567,108,6.78,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Piemonte,Regione,195,975,0.12,858,2842,0.54,1535,6.84,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Puglia,Regione,177,885,0.12,779,2582,0.54,1394,9.8,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Sardegna,Regione,71,355,0.12,312,1038,0.54,561,9.57,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Sicilia,Regione,219,1095,0.12,964,3190,0.567,1809,9.46,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Toscana,Regione,168,840,0.12,739,2444,0.54,1320,7.45,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Umbria,Regione,39,195,0.12,172,568,0.54,307,7.61,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Valle d'Aosta,Regione,6,30,0.12,26,82,0.54,44,10.58,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,Veneto,Regione,223,1115,0.12,981,3244,0.513,1664,11.23,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,P.A. Bolzano,Regione,25,125,0.12,110,362,0.513,186,15.77,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Medicina Generale (MMG*),Cure Primarie*,3,P.A. Trento,Regione,25,125,0.12,110,366,0.513,188,12.85,over65,87.2,0.0,0.0,36,2,60,110000.0,58000.0,13300.0
Cardiochirurgia,Chirurgica,5,Italia (Nazionale),Nazionale,95,475,0.04,456,750,0.38,285,8.5,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Abruzzo,Regione,2,10,0.04,10,16,0.38,6,9.03,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Basilicata,Regione,1,5,0.04,5,7,0.399,3,8.52,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Calabria,Regione,3,15,0.04,14,23,0.399,9,9.5,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Campania,Regione,9,45,0.04,43,71,0.38,27,12.63,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Emilia-Romagna,Regione,7,35,0.04,34,57,0.38,22,9.01,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Friuli-Venezia Giulia,Regione,2,10,0.04,10,15,0.38,6,7.69,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Lazio,Regione,9,45,0.04,43,73,0.38,28,11.48,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Liguria,Regione,2,10,0.04,10,19,0.399,8,6.51,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Lombardia,Regione,16,80,0.04,77,128,0.361,46,10.72,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Marche,Regione,2,10,0.04,10,19,0.38,7,8.41,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Molise,Regione,0,0,0.04,0,4,0.399,2,6.78,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Piemonte,Regione,7,35,0.04,34,54,0.38,21,6.84,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Puglia,Regione,6,30,0.04,29,49,0.38,19,9.8,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Sardegna,Regione,3,15,0.04,14,20,0.38,8,9.57,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Sicilia,Regione,8,40,0.04,38,61,0.399,24,9.46,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Toscana,Regione,6,30,0.04,29,47,0.38,18,7.45,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Umbria,Regione,1,5,0.04,5,11,0.38,4,7.61,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Valle d'Aosta,Regione,0,0,0.04,0,2,0.38,1,10.58,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,Veneto,Regione,8,40,0.04,38,62,0.361,22,11.23,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,P.A. Bolzano,Regione,1,5,0.04,5,7,0.361,3,15.77,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Cardiochirurgia,Chirurgica,5,P.A. Trento,Regione,1,5,0.04,5,7,0.361,3,12.85,over65,13.7,4.5,6.0,54,5,80,107500.0,59100.0,27700.0
Chirurgia generale,Chirurgica,5,Italia (Nazionale),Nazionale,690,3450,0.18,2829,7000,0.38,2660,8.5,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Abruzzo,Regione,15,75,0.18,62,150,0.38,57,9.03,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Basilicata,Regione,6,30,0.18,25,62,0.399,25,8.52,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Calabria,Regione,21,105,0.18,86,217,0.399,87,9.5,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Campania,Regione,65,325,0.18,266,661,0.38,251,12.63,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Emilia-Romagna,Regione,52,260,0.18,213,532,0.38,202,9.01,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Friuli-Venezia Giulia,Regione,14,70,0.18,57,142,0.38,54,7.69,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Lazio,Regione,67,335,0.18,275,678,0.38,258,11.48,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Liguria,Regione,18,90,0.18,74,180,0.399,72,6.51,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Lombardia,Regione,118,590,0.18,484,1195,0.361,431,10.72,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Marche,Regione,17,85,0.18,70,176,0.38,67,8.41,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Molise,Regione,3,15,0.18,12,34,0.399,14,6.78,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Piemonte,Regione,50,250,0.18,205,505,0.38,192,6.84,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Puglia,Regione,45,225,0.18,184,459,0.38,174,9.8,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Sardegna,Regione,18,90,0.18,74,185,0.38,70,9.57,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Sicilia,Regione,56,280,0.18,230,567,0.399,226,9.46,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Toscana,Regione,43,215,0.18,176,435,0.38,165,7.45,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Umbria,Regione,10,50,0.18,41,101,0.38,38,7.61,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Valle d'Aosta,Regione,1,5,0.18,4,15,0.38,6,10.58,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,Veneto,Regione,57,285,0.18,234,577,0.361,208,11.23,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,P.A. Bolzano,Regione,6,30,0.18,25,64,0.361,23,15.77,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia generale,Chirurgica,5,P.A. Trento,Regione,6,30,0.18,25,65,0.361,23,12.85,over65,24.4,5.0,5.0,50,4,75,116700.0,64200.0,36500.0
Chirurgia maxillo-facciale,Chirurgica,5,Italia (Nazionale),Nazionale,55,275,0.03,267,350,0.38,133,-0.5,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Abruzzo,Regione,1,5,0.03,5,8,0.38,3,-1.18,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Basilicata,Regione,0,0,0.03,0,3,0.399,1,-4.41,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Calabria,Regione,2,10,0.03,10,11,0.399,4,-2.33,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Campania,Regione,5,25,0.03,24,33,0.38,13,-1.77,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Emilia-Romagna,Regione,4,20,0.03,19,27,0.38,10,0.99,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Friuli-Venezia Giulia,Regione,1,5,0.03,5,7,0.38,3,-0.45,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Lazio,Regione,5,25,0.03,24,34,0.38,13,-0.4,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Liguria,Regione,1,5,0.03,5,9,0.399,4,0.13,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Lombardia,Regione,9,45,0.03,44,60,0.361,22,0.82,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Marche,Regione,1,5,0.03,5,9,0.38,3,-0.81,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Molise,Regione,0,0,0.03,0,2,0.399,1,-3.24,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Piemonte,Regione,4,20,0.03,19,25,0.38,10,-0.21,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Puglia,Regione,4,20,0.03,19,23,0.38,9,-2.15,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Sardegna,Regione,1,5,0.03,5,9,0.38,3,-3.2,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Sicilia,Regione,4,20,0.03,19,28,0.399,11,-1.88,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Toscana,Regione,3,15,0.03,15,22,0.38,8,-0.3,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Umbria,Regione,1,5,0.03,5,5,0.38,2,-1.16,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Valle d'Aosta,Regione,0,0,0.03,0,1,0.38,0,-0.55,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,Veneto,Regione,5,25,0.03,24,29,0.361,10,-0.1,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,P.A. Bolzano,Regione,1,5,0.03,5,3,0.361,1,1.62,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia maxillo-facciale,Chirurgica,5,P.A. Trento,Regione,1,5,0.03,5,3,0.361,1,1.32,totale,42.8,3.0,4.0,46,4,65,125000.0,68700.0,46400.0
Chirurgia pediatrica,Chirurgica,5,Italia (Nazionale),Nazionale,60,300,0.04,288,360,0.38,137,-10.2,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Abruzzo,Regione,1,5,0.04,5,8,0.38,3,-11.85,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Basilicata,Regione,1,5,0.04,5,3,0.399,1,-12.34,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Calabria,Regione,2,10,0.04,10,11,0.399,4,-10.23,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Campania,Regione,6,30,0.04,29,34,0.38,13,-9.83,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Emilia-Romagna,Regione,5,25,0.04,24,27,0.38,10,-8.5,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Friuli-Venezia Giulia,Regione,1,5,0.04,5,7,0.38,3,-8.04,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Lazio,Regione,6,30,0.04,29,35,0.38,13,-12.77,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
